nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
BRITA - CAL,brita-cal,1999-11-22T02:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
BRITAGEM KBM,britagem-kbm,2003-05-28T03:00:00.000Z,1,Macaúbas,BA,50481,-13.0186,-42.6945,,,,
BRITO COSTA PROJETOS,brito-costa-projetos,2007-12-04T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BRITO MAGAZINE,brito-magazine,2006-01-06T02:00:00.000Z,1,Santo Estêvão,BA,53666,-12.428,-39.2505,,,,
BRITTO & FREITAS ASSESSORIA JURIDICO-ADMINISTRATIVA,britto-freitas-assessoria-juridico-administrativa,2009-06-12T03:00:00.000Z,3,Jequié,BA,156277,-13.8509,-40.0877,,,,
BROCCHINE'S MATERIAL PARA CONSTRUCAO,brocchines-material-para-construcao,1981-02-05T03:00:00.000Z,1,Maracás,BA,19973,-13.4355,-40.4323,,,,
BROCOLAR MATERIAIS DE CONTRUCAO,brocolar-materiais-de-contrucao,1996-01-22T02:00:00.000Z,1,Jaguaquara,BA,54913,-13.5248,-39.964,,,,
BROKERS ASSESSORIA E CONSULTORIA IMOBILIARIA,brokers-assessoria-e-consultoria-imobiliaria,2007-08-06T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BROMELIA FLORICULTURA,bromelia-floricultura,1997-09-30T03:00:00.000Z,1,Itabela,BA,30901,-16.5732,-39.5593,,,,
BRONZON MATERIAL DE CONSTRUCAO,bronzon-material-de-construcao,2001-08-23T03:00:00.000Z,3,Itamaraju,BA,64423,-17.0378,-39.5386,,,,
BROOKSFIELD,brooksfield,2004-05-03T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BROOKSFIELD,brooksfield,2005-10-27T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BROTAS-CAP-BA,brotas-cap-ba,2011-09-23T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BROTASCAR ECO,brotascar-eco,2008-09-02T03:00:00.000Z,3,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
BROTHER SERVICE,brother-service,1997-10-24T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
BRUKS VARIEDADES,bruks-variedades,1998-11-11T02:00:00.000Z,1,Dias d'Ávila,BA,83705,-12.6187,-38.2926,,,,
BRUMADO RADIADORES,brumado-radiadores,1986-02-04T02:00:00.000Z,1,Brumado,BA,67468,-14.2021,-41.6696,,,,
BRUNA COSMETICOS,bruna-cosmeticos,1998-01-23T02:00:00.000Z,1,Paramirim,BA,21777,-13.4388,-42.2395,,,,
BRUNAS OPTICA,brunas-optica,2006-05-16T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BRUNELU,brunelu,2000-12-15T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BRUNNO TRANSBUS,brunno-transbus,2014-06-03T03:00:00.000Z,1,Juazeiro,BA,219544,-9.41622,-40.5033,,,,
BRUNO JOSE DE SANTANA ALMEIDA,bruno-jose-de-santana-almeida,2009-04-28T03:00:00.000Z,1,Sítio do Quinto,BA,9431,-10.3545,-38.2213,,,,
BRUNO MADEIRAS,bruno-madeiras,2001-03-27T03:00:00.000Z,3,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
BRUNO'S REPRESENTACAO,brunos-representacao,2002-02-14T02:00:00.000Z,1,Barreiras,BA,158432,-12.1439,-44.9968,,,,
BRUTOS DIESEL LTDA,brutos-diesel-ltda,2000-12-21T02:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
BRYCON IMOVEIS,brycon-imoveis,2009-05-20T03:00:00.000Z,1,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
BS FRIOS,bs-frios,2012-05-29T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BS SERVICOS,bs-servicos,2007-10-23T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BSC SERVICOS MEDICOS,bsc-servicos-medicos,2000-06-13T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BUBI E TILO,bubi-e-tilo,1994-03-14T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BUENOS AIRES EDUCACIONAL,buenos-aires-educacional,2011-08-10T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BUFFET MALTA,buffet-malta,2010-11-05T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BUFFET TEREZA BRANDAO,buffet-tereza-brandao,2011-02-15T02:00:00.000Z,1,Cruz das Almas,BA,63923,-12.6675,-39.1008,,,,
BUGANVILIA,buganvilia,2005-05-06T03:00:00.000Z,1,Valença,BA,97873,-13.3669,-39.073,,,,
BUIU MOTO PECAS,buiu-moto-pecas,2010-03-26T03:00:00.000Z,1,Boquira,BA,21486,-12.8205,-42.7324,,,,
BURITI MOTOS PECAS & ACESSORIOS,buriti-motos-pecas-acessorios,2004-03-16T03:00:00.000Z,1,Buritirama,BA,21374,-10.7171,-43.6302,,,,
BURITI VEICULOS,buriti-veiculos,2005-10-20T02:00:00.000Z,5,Barreiras,BA,158432,-12.1439,-44.9968,,,,
BURITIS UTILIDADES,buritis-utilidades,1981-07-10T03:00:00.000Z,1,Barreiras,BA,158432,-12.1439,-44.9968,,,,
BUSCAR MOTO PECAS,buscar-moto-pecas,2003-09-29T03:00:00.000Z,1,Valença,BA,97873,-13.3669,-39.073,,,,
BUSINESS TRAVEL AGENCY,business-travel-agency,1995-04-27T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BUTANO,butano,2007-08-21T03:00:00.000Z,3,Varzedo,BA,8734,-12.9672,-39.3919,,,,
BUTTOCK TRANSPORTE,buttock-transporte,1995-08-29T03:00:00.000Z,1,Candeias,BA,87820,-12.6716,-38.5472,,,,
BV PNEUS - ALINHAMENTO E BALANCIAMENTO,bv-pneus-alinhamento-e-balanciamento,2002-07-23T03:00:00.000Z,1,Tanque Novo,BA,17518,-13.5485,-42.4934,,,,
BVL VIDA,bvl-vida,1996-10-23T02:00:00.000Z,5,Barreiras,BA,158432,-12.1439,-44.9968,,,,
BVS PECUARIA,bvs-pecuaria,2005-05-24T03:00:00.000Z,1,Baixa Grande,BA,20431,-11.9519,-40.169,,,,
BX COMUNICACAO,bx-comunicacao,2011-10-26T02:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
BY ANA,by-ana,2010-10-19T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BY CLOSET,by-closet,2012-02-15T02:00:00.000Z,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,,,,
BYEBYEPAPER-PARALELA,byebyepaper-paralela,2008-10-22T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BYTE,byte,1995-12-14T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BYTE,byte,1994-03-14T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
BYTENET,bytenet,1996-12-03T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
BYTEONLINE,byteonline,2004-12-14T02:00:00.000Z,1,Morro do Chapéu,BA,35466,-11.5488,-41.1565,,,,
BYTTEBIER ADMINISTRADORA DE IMOVEIS,byttebier-administradora-de-imoveis,2007-06-01T03:00:00.000Z,5,Conde,BA,26223,-11.8179,-37.6131,,,,
C & A REPRESENTACAO,c-a-representacao,1992-04-30T03:00:00.000Z,1,Ilhéus,BA,157639,-14.793,-39.046,,,,
C & S,c-s,2004-01-05T02:00:00.000Z,1,Seabra,BA,44370,-12.4169,-41.7722,,,,
C & S,c-s,1990-09-13T03:00:00.000Z,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
C & S NEGOCIOS RURAIS,c-s-negocios-rurais,1993-10-06T03:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
C & T - CONTRATACAO E TERCEIRIZACAO,c-t-contratacao-e-terceirizacao,2011-09-02T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
C 3 COMERCIO DE COMBUSTIVEL,c-3-comercio-de-combustivel,2010-07-15T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
C 70 CONSULTORIA,c-70-consultoria,2006-06-06T03:00:00.000Z,3,Salvador,BA,2900319,-12.9718,-38.5011,,,,
C A A,c-a-a,1991-07-30T03:00:00.000Z,5,Irecê,BA,74050,-11.3033,-41.8535,,,,
C A A REPRESENTACOES,c-a-a-representacoes,1996-08-15T03:00:00.000Z,5,Itabuna,BA,214123,-14.7876,-39.2781,,,,
C A C TRATORES,c-a-c-tratores,2005-06-17T03:00:00.000Z,1,Ubaíra,BA,19860,-13.2714,-39.666,,,,
C A R,c-a-r,1998-11-10T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
C C A VARIEDADES,c-c-a-variedades,2012-03-08T03:00:00.000Z,1,Almadina,BA,5273,-14.7089,-39.6415,,,,
C C PECAS PNEUS E SERVICO,c-c-pecas-pneus-e-servico,2011-09-15T03:00:00.000Z,1,Ituberá,BA,28870,-13.7249,-39.1481,,,,
C E A,c-e-a,2007-01-29T02:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
C E C EXPORTACAO DE PEDRAS,c-e-c-exportacao-de-pedras,1994-03-29T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
C E C O M I,c-e-c-o-m-i,1999-06-08T03:00:00.000Z,5,Ponto Novo,BA,14729,-10.8653,-40.1311,,,,
C E P - CENTRO EDUCACIONAL PRESBITERIANO,c-e-p-centro-educacional-presbiteriano,2000-07-17T03:00:00.000Z,5,Bom Jesus da Lapa,BA,70151,-13.2506,-43.4108,,,,
C E S SERVICOS,c-e-s-servicos,2003-04-25T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
C H F CHIFRAO DISTRIBUIDORA,c-h-f-chifrao-distribuidora,2005-08-08T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
C M S MATERIAIS,c-m-s-materiais,2005-12-27T02:00:00.000Z,1,Una,BA,18108,-15.2791,-39.0765,,,,
C N C,c-n-c,2007-11-26T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
C N DISTRIBUIDORA DE CATALOGOS,c-n-distribuidora-de-catalogos,1997-11-21T02:00:00.000Z,5,Casa Nova,BA,73092,-9.16408,-40.974,,,,
C S PEGO ESTRUTURA METALICA,c-s-pego-estrutura-metalica,2010-11-03T02:00:00.000Z,1,Cândido Sales,BA,24921,-15.4993,-41.2414,,,,
C S VARIEDADES,c-s-variedades,2012-04-17T03:00:00.000Z,1,Nazaré,BA,28661,-13.0235,-39.0108,,,,
C W AUTO PECAS E PARAFUSOS,c-w-auto-pecas-e-parafusos,1996-08-13T03:00:00.000Z,3,Queimadas,BA,25428,-10.9736,-39.6293,,,,
C. A. REPRESENTACOES,c-a-representacoes,1992-06-02T03:00:00.000Z,1,Jequié,BA,156277,-13.8509,-40.0877,,,,
C. A. SERVICOS,c-a-servicos,1999-02-22T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
C. ACO FERRAGENS E SERRALHERIA CORREIA,c-aco-ferragens-e-serralheria-correia,2006-01-01T02:00:00.000Z,1,Itaberaba,BA,64795,-12.5242,-40.3059,,,,
C. C. A. S,c-c-a-s,2005-06-17T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
C. C. R. REPRESENTACOES DE ARTESANATO,c-c-r-representacoes-de-artesanato,2010-07-28T03:00:00.000Z,1,Milagres,BA,10838,-12.8646,-39.8611,,,,
C. E. A. L. R.,c-e-a-l-r,2011-10-31T02:00:00.000Z,5,Sapeaçu,BA,17421,-12.7208,-39.1824,,,,
C. R. O. TRANSPORTES,c-r-o-transportes,2005-12-29T02:00:00.000Z,1,Castro Alves,BA,26369,-12.7579,-39.4248,,,,
C.A CENTRO AUTOMOTIVO,ca-centro-automotivo,2001-11-07T02:00:00.000Z,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
C.C.A.A.,ccaa,2001-02-08T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
C.C.C.P.,cccp,2006-07-25T03:00:00.000Z,5,Andaraí,BA,13122,-12.8049,-41.3297,,,,
C.CARNEIROS REPRESENTACOES,ccarneiros-representacoes,2009-12-02T02:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
C.D.C.,cdc,2003-08-06T03:00:00.000Z,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
C.D.I,cdi,2010-05-19T03:00:00.000Z,1,Itamaraju,BA,64423,-17.0378,-39.5386,,,,
C.E.O.,ceo,2009-02-03T02:00:00.000Z,3,Lauro de Freitas,BA,204669,-12.8978,-38.321,,,,
C.F SERVICOS ESPECIALIZADOS,cf-servicos-especializados,2010-04-09T03:00:00.000Z,1,Cândido Sales,BA,24921,-15.4993,-41.2414,,,,
C.J.DANTAS,cjdantas,1998-04-07T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
C.L.S. COMERCIO E REPRESENTACOES,cls-comercio-e-representacoes,2009-02-26T03:00:00.000Z,1,Alagoinhas,BA,153023,-12.1335,-38.4208,,,,
C.M.I.,cmi,2007-03-12T03:00:00.000Z,1,Serrinha,BA,81693,-11.6584,-39.01,,,,
C.S.N.,csn,2000-12-27T02:00:00.000Z,5,Nazaré,BA,28661,-13.0235,-39.0108,,,,
C&A DO QUEIJO,ca-do-queijo,2007-08-02T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
C&CASTRO ENGENHARIA,ccastro-engenharia,1999-05-25T03:00:00.000Z,3,Itabuna,BA,214123,-14.7876,-39.2781,,,,
CABALLERO E DUARTE CONSULTORIA,caballero-e-duarte-consultoria,2007-09-18T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CABANA CENTRAL,cabana-central,1994-02-23T03:00:00.000Z,1,Ilhéus,BA,157639,-14.793,-39.046,,,,
CABANA MANDI MANDI,cabana-mandi-mandi,2001-02-01T02:00:00.000Z,5,Prado,BA,28214,-17.3364,-39.2227,,,,
CABANA SELENA,cabana-selena,2001-02-01T02:00:00.000Z,5,Prado,BA,28214,-17.3364,-39.2227,,,,
CABANA TERRA NOVA,cabana-terra-nova,2009-04-15T03:00:00.000Z,1,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
CABATA,cabata,1995-06-16T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CABECINHA SUPERMERCADO LTDA ME,cabecinha-supermercado-ltda-me,2008-03-11T03:00:00.000Z,1,Queimadas,BA,25428,-10.9736,-39.6293,,,,
CAC AUTO PECAS E SERVICOS MECANICOS EM GERAL,cac-auto-pecas-e-servicos-mecanicos-em-geral,2001-05-14T03:00:00.000Z,3,Conceição do Coité,BA,67394,-11.56,-39.2808,,,,
CAC CONSTRUCOES,cac-construcoes,2005-06-09T03:00:00.000Z,1,Ribeira do Pombal,BA,54097,-10.8373,-38.5382,,,,
CAC CONTROLLER ASSESSORIA CONTABIL,cac-controller-assessoria-contabil,1992-11-12T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CACA EVENTOS,caca-eventos,2011-06-17T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
CACAHUATT BOLOS E DOCES,cacahuatt-bolos-e-doces,2010-04-06T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CACAU DO VALE,cacau-do-vale,2011-03-17T03:00:00.000Z,5,Mutuípe,BA,22340,-13.2284,-39.5044,,,,
CACEL LOCADORA DE VEICULOS,cacel-locadora-de-veiculos,2000-10-30T02:00:00.000Z,1,Eunápolis,BA,115360,-16.3715,-39.5821,,,,
CACHACA RIO DO ENGENHO,cachaca-rio-do-engenho,2005-07-27T03:00:00.000Z,1,Ilhéus,BA,157639,-14.793,-39.046,,,,
CACHOEIRA TECIDOS E REVESTIMENTOS,cachoeira-tecidos-e-revestimentos,1988-11-17T02:00:00.000Z,3,Barreiras,BA,158432,-12.1439,-44.9968,,,,
CACHORRO QUENTE DO MENININHO,cachorro-quente-do-menininho,2011-08-17T03:00:00.000Z,1,Barreiras,BA,158432,-12.1439,-44.9968,,,,
CACHORRO QUENTE GAUCHO,cachorro-quente-gaucho,1997-09-02T03:00:00.000Z,1,Itabuna,BA,214123,-14.7876,-39.2781,,,,
CACIQUE,cacique,1998-05-14T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CACTU'S CONFECCOES,cactus-confeccoes,2008-06-02T03:00:00.000Z,1,Caetité,BA,51184,-14.0684,-42.4861,,,,
CADISBEL,cadisbel,2004-09-23T03:00:00.000Z,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
CADISBEL,cadisbel,2007-12-17T02:00:00.000Z,5,Itapetinga,BA,77408,-15.2475,-40.2482,,,,
CADJA UNIFORMES,cadja-uniformes,1996-11-01T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CADU MATERIAL DE CONSTRUCAO,cadu-material-de-construcao,2011-05-02T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAEP CONSULTORIA,caep-consultoria,1994-04-05T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAES & CIA,caes-cia,1999-04-15T03:00:00.000Z,1,Guanambi,BA,85353,-14.2231,-42.7799,,,,
CAES GATOS E CIA,caes-gatos-e-cia,2004-08-11T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAETANO CONSTRUCAO,caetano-construcao,2002-03-25T03:00:00.000Z,3,Guanambi,BA,85353,-14.2231,-42.7799,,,,
CAETITE PALACE HOTEL,caetite-palace-hotel,1997-04-28T03:00:00.000Z,1,Caetité,BA,51184,-14.0684,-42.4861,,,,
CAFE 2 DE JULHO,cafe-2-de-julho,1991-08-27T03:00:00.000Z,1,Feira de Santana,BA,624107,-12.2664,-38.9663,,,,
CAFE ALTURA,cafe-altura,2006-07-31T03:00:00.000Z,1,Encruzilhada,BA,15914,-15.5302,-40.9124,,,,
CAFE BASSO,cafe-basso,2010-04-05T03:00:00.000Z,5,Cocos,BA,18835,-14.1814,-44.5352,,,,
CAFE BOM JARDIM DE MARACAS,cafe-bom-jardim-de-maracas,2000-07-20T03:00:00.000Z,1,Maracás,BA,19973,-13.4355,-40.4323,,,,
CAFE DA LORA,cafe-da-lora,2010-10-19T02:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
CAFE DE RUA,cafe-de-rua,2010-10-19T02:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAFE DO OESTE,cafe-do-oeste,2004-12-01T02:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
CAFE DU PORTO,cafe-du-porto,2010-10-28T02:00:00.000Z,5,Porto Seguro,BA,152529,-16.4435,-39.0643,,,,
CAFE GRAO REI,cafe-grao-rei,1986-07-31T03:00:00.000Z,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
CAFE KIVALLE,cafe-kivalle,2006-05-02T03:00:00.000Z,1,Piritiba,BA,25162,-11.73,-40.5587,,,,
CAFE LA NA TICY,cafe-la-na-ticy,2008-04-30T03:00:00.000Z,1,Irecê,BA,74050,-11.3033,-41.8535,,,,
CAFE NAUTICO,cafe-nautico,2009-08-20T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAFE NOVA ESTRELA,cafe-nova-estrela,2007-08-21T03:00:00.000Z,1,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,,,,
CAFE PE DE SERRA,cafe-pe-de-serra,2008-08-06T03:00:00.000Z,1,Ibicoara,BA,19990,-13.4059,-41.284,,,,
CAFE SALOBRO,cafe-salobro,2000-07-04T03:00:00.000Z,1,Canarana,BA,26468,-11.6858,-41.7677,,,,
CAFE TEMAKI,cafe-temaki,2008-06-25T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAFE TRIUNFO,cafe-triunfo,1966-09-16T03:00:00.000Z,3,Jequié,BA,156277,-13.8509,-40.0877,,,,
CAFE VITORIA,cafe-vitoria,1997-09-23T03:00:00.000Z,1,Brumado,BA,67468,-14.2021,-41.6696,,,,
CAILUC REPRESENTACOES,cailuc-representacoes,2010-04-01T03:00:00.000Z,1,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAIRU PREFEITURA GABINETE DO PREFEITO,cairu-prefeitura-gabinete-do-prefeito,1974-12-30T03:00:00.000Z,5,Cairu,BA,18666,-13.4904,-39.0465,,,,
CAIS DOURADO POUSADA,cais-dourado-pousada,2011-11-21T02:00:00.000Z,1,Maraú,BA,20664,-14.1035,-39.0137,,,,
CAIX A ESCOLAR WALTER FALCAO,caix-a-escolar-walter-falcao,2001-05-30T03:00:00.000Z,5,Amélia Rodrigues,BA,24997,-12.3914,-38.7563,,,,
CAIXA DE PREVIDENCIA,caixa-de-previdencia,1998-03-11T03:00:00.000Z,5,Marcionílio Souza,BA,10357,-13.0064,-40.5295,,,,
CAIXA ESC DAS ESCOLAS MUNIC DR KLEBER PACHECO E OUTROS,caixa-esc-das-escolas-munic-dr-kleber-pacheco-e-outros,1997-06-27T03:00:00.000Z,5,Santa Teresinha,BA,10520,-12.7697,-39.5215,,,,
CAIXA ESC. DO COLEGIO ESTADUAL JOAO CARDOSO DOS SANTOS,caixa-esc-do-colegio-estadual-joao-cardoso-dos-santos,2004-06-02T03:00:00.000Z,5,Valença,BA,97873,-13.3669,-39.073,,,,
CAIXA ESCOLA DA ESCOLA MUNICIPAL BAIXA DA FARTURA,caixa-escola-da-escola-municipal-baixa-da-fartura,2001-05-15T03:00:00.000Z,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
CAIXA ESCOLAR,caixa-escolar,2005-08-02T03:00:00.000Z,5,Glória,BA,15247,-9.34382,-38.2544,,,,
CAIXA ESCOLAR,caixa-escolar,1997-08-18T03:00:00.000Z,5,Castro Alves,BA,26369,-12.7579,-39.4248,,,,
CAIXA ESCOLAR,caixa-escolar,1999-10-20T02:00:00.000Z,5,São Felipe,BA,21083,-12.8394,-39.0893,,,,
CAIXA ESCOLAR,caixa-escolar,2000-05-10T03:00:00.000Z,5,Barreiras,BA,158432,-12.1439,-44.9968,,,,
CAIXA ESCOLAR,caixa-escolar,1997-07-29T03:00:00.000Z,5,Conceição do Almeida,BA,17087,-12.7836,-39.1715,,,,
CAIXA ESCOLAR,caixa-escolar,2000-09-05T03:00:00.000Z,5,Santa Luzia,BA,12308,-15.4342,-39.3287,,,,
CAIXA ESCOLAR,caixa-escolar,2001-05-30T03:00:00.000Z,5,Novo Triunfo,BA,15445,-10.3182,-38.4014,,,,
CAIXA ESCOLAR,caixa-escolar,2001-05-24T03:00:00.000Z,5,Presidente Tancredo Neves,BA,28272,-13.4471,-39.4203,,,,
CAIXA ESCOLAR,caixa-escolar,1999-04-30T03:00:00.000Z,5,Macaúbas,BA,50481,-13.0186,-42.6945,,,,
CAIXA ESCOLAR,caixa-escolar,1999-05-20T03:00:00.000Z,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,,,,
CAIXA ESCOLAR,caixa-escolar,1999-05-24T03:00:00.000Z,5,Piritiba,BA,25162,-11.73,-40.5587,,,,
CAIXA ESCOLAR,caixa-escolar,1999-05-28T03:00:00.000Z,5,Itaguaçu da Bahia,BA,14650,-11.0147,-42.3997,,,,
CAIXA ESCOLAR,caixa-escolar,1999-05-28T03:00:00.000Z,5,Mirangaba,BA,18603,-10.961,-40.574,,,,
CAIXA ESCOLAR,caixa-escolar,1999-06-02T03:00:00.000Z,5,Mata de São João,BA,47643,-12.5307,-38.3009,,,,
CAIXA ESCOLAR,caixa-escolar,2001-11-22T02:00:00.000Z,5,Maragogipe,BA,44902,-12.776,-38.9175,,,,
CAIXA ESCOLAR,caixa-escolar,2005-07-27T03:00:00.000Z,5,Serra do Ramalho,BA,31362,-13.5659,-43.5929,,,,
CAIXA ESCOLAR,caixa-escolar,2001-05-10T03:00:00.000Z,5,Encruzilhada,BA,15914,-15.5302,-40.9124,,,,
CAIXA ESCOLAR,caixa-escolar,1997-06-27T03:00:00.000Z,5,Vereda,BA,6105,-17.2183,-40.0974,,,,
CAIXA ESCOLAR,caixa-escolar,1997-08-26T03:00:00.000Z,5,Mucuri,BA,42729,-18.0754,-39.5565,,,,
CAIXA ESCOLAR,caixa-escolar,2005-07-14T03:00:00.000Z,5,Tapiramutá,BA,16939,-11.8475,-40.7927,,,,
CAIXA ESCOLAR,caixa-escolar,2001-11-27T02:00:00.000Z,5,Maragogipe,BA,44902,-12.776,-38.9175,,,,
CAIXA ESCOLAR,caixa-escolar,1997-07-23T03:00:00.000Z,5,Salvador,BA,2900319,-12.9718,-38.5011,,,,
CAIXA ESCOLAR,caixa-escolar,1997-07-09T03:00:00.000Z,5,Mirangaba,BA,18603,-10.961,-40.574,,,,
CAIXA ESCOLAR,caixa-escolar,2005-07-20T03:00:00.000Z,5,Urandi,BA,16672,-14.7678,-42.6498,,,,
CAIXA ESCOLAR,caixa-escolar,2007-06-26T03:00:00.000Z,5,São Gonçalo dos Campos,BA,38315,-12.4331,-38.9663,,,,
CAIXA ESCOLAR,caixa-escolar,2009-10-13T03:00:00.000Z,5,Itagibá,BA,14331,-14.2782,-39.8449,,,,
CAIXA ESCOLAR,caixa-escolar,2010-11-22T02:00:00.000Z,5,Iuiú,BA,11038,-14.4054,-43.5595,,,,
CAIXA ESCOLAR,caixa-escolar,2011-08-15T03:00:00.000Z,5,Iuiú,BA,11038,-14.4054,-43.5595,,,,
CAIXA ESCOLAR,caixa-escolar,2007-12-14T02:00:00.000Z,5,Iuiú,BA,11038,-14.4054,-43.5595,,,,
CAIXA ESCOLAR,caixa-escolar,2009-10-22T02:00:00.000Z,5,Brejolândia,BA,10675,-12.4815,-43.9679,,,,
CAIXA ESCOLAR - CRECHE / ESCOLA MUNICIPAL DE ITATIAIA,caixa-escolar-creche-escola-municipal-de-itatiaia,2010-09-16T03:00:00.000Z,5,São José do Jacuípe,BA,10546,-11.4137,-39.8669,,,,
CAIXA ESCOLAR - ESCOLA MUNICIPAL ROZENDO JOSE DA SILVA,caixa-escolar-escola-municipal-rozendo-jose-da-silva,1999-05-27T03:00:00.000Z,5,Lajedo do Tabocal,BA,8591,-13.4663,-40.2204,,,,
CAIXA ESCOLAR 19 DE NOVEMBR O,caixa-escolar-19-de-novembr-o,2005-07-27T03:00:00.000Z,5,Itapicuru,BA,36173,-11.3088,-38.2262,,,,
CAIXA ESCOLAR A UNIAO FAZ A FORCA,caixa-escolar-a-uniao-faz-a-forca,1999-05-25T03:00:00.000Z,5,Água Fria,BA,17096,-11.8618,-38.7639,,,,
CAIXA ESCOLAR ADELIA GALVAO E VASCO DA GAMA,caixa-escolar-adelia-galvao-e-vasco-da-gama,2010-09-23T03:00:00.000Z,5,Ruy Barbosa,BA,30900,-12.2816,-40.4931,,,,
